group,topic_id,topic_size,llm_model,llm_provider,prompt_option,label,cosine
D,71,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,pond waste management,0.47488999366760254
D,72,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,childhood conduct,0.491413950920105
D,73,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,deserved zeros,0.7173686623573303
D,74,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,missing solutions,0.5948489904403687
D,75,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,treat injuries,0.4067877531051636
D,76,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,statement accomplishment,0.6379656791687012
D,77,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,outlier detection,0.47128885984420776
D,78,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,skewed results,0.4305090606212616
D,79,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,download module,0.8279401659965515
D,80,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,editing text,0.5672435164451599
D,81,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,update reference books,0.6743056774139404
D,82,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,rescuetime uninstall,0.6368010640144348
D,83,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,pab independence,0.6613045334815979
D,84,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,typo in table,0.4612426459789276
D,85,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,lecture hints,0.6011138558387756
D,86,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,submit answers,0.5127801299095154
D,87,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,statistical inference,0.3963695168495178
D,88,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,normality assumption,0.42850223183631897
D,89,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,week challenges,0.6432390213012695
D,90,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,large question,0.3175160884857178
D,91,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,page access,0.3392984867095947
D,92,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,blood sugar levels,0.3323245048522949
D,93,2,meta-llama/llama-3.1-8b-instruct,openai-compatible,2,discordant pairs,0.31689006090164185
